Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition
41,0,25,2,7337,2,3,3,0,1,68,3,1,3,1,1,78,0,0,0,3,2,0
50,1,2,3,6233,2,1,3,1,0,30,3,2,1,1,1,57,0,1,1,1,1,0
26,0,15,2,6718,2,3,4,2,0,28,1,1,3,2,3,61,0,0,0,3,1,1
47,1,16,1,8097,2,3,4,0,0,56,3,2,0,3,1,69,0,0,0,3,2,0
38,1,19,1,5934,3,4,3,2,0,15,2,0,0,2,1,72,0,0,0,3,1,1
42,0,24,0,4169,4,2,3,0,1,83,3,2,4,2,3,58,0,0,0,3,2,0
40,1,13,3,6693,3,4,3,2,0,24,3,2,3,1,3,20,0,1,0,1,4,0
38,1,28,0,4509,3,2,2,0,1,67,3,1,2,3,2,56,1,0,0,3,2,1
48,1,27,3,5425,4,3,3,2,0,17,3,1,0,1,3,52,0,0,0,2,1,1
29,1,13,2,6712,1,2,3,2,0,97,5,1,0,2,2,88,0,1,0,1,2,1
58,1,8,2,6395,4,3,3,1,0,70,1,0,1,1,3,74,0,0,0,2,2,1
33,1,8,4,10770,3,2,3,2,0,37,1,0,2,1,2,23,0,0,0,2,1,1
59,1,29,0,4756,3,3,2,1,0,44,1,2,0,2,2,31,0,0,0,3,2,1
41,0,23,0,4706,3,3,1,2,0,22,4,2,5,1,1,27,0,0,0,3,4,0
46,1,16,1,7907,2,2,1,0,1,3,3,1,0,2,2,42,0,0,0,2,1,1
32,1,1,0,4446,2,2,3,2,0,27,2,2,2,1,1,6,1,0,0,3,3,0
55,0,5,3,5041,1,3,4,2,0,75,1,1,3,3,3,44,0,0,0,3,1,0
49,0,27,2,8134,3,4,4,1,0,16,1,2,0,2,2,84,1,0,0,3,2,0
27,1,13,1,7988,2,2,4,1,1,29,2,1,1,2,1,87,0,0,0,1,2,1
21,0,11,3,5579,2,2,3,0,0,77,3,1,0,1,3,79,0,0,0,1,1,0
32,1,7,4,7469,3,4,3,0,0,84,2,0,2,3,2,41,0,0,0,1,2,0
33,0,11,0,4926,1,3,3,1,0,38,3,1,1,1,2,87,1,0,0,3,3,1
57,1,19,4,10113,3,3,3,2,0,78,2,1,4,1,1,32,0,0,1,3,3,0
45,0,3,2,8013,3,3,3,0,0,59,2,2,1,3,2,59,0,0,0,2,1,1
21,0,4,4,8564,4,1,3,0,1,57,5,0,3,2,3,64,0,0,0,1,4,0
18,0,3,4,7843,2,4,1,0,0,88,1,1,0,1,1,22,1,0,0,4,1,0
41,0,26,4,9525,3,2,3,0,1,35,3,2,4,2,2,53,0,0,0,2,2,0
42,0,33,3,5799,3,4,3,0,1,57,4,1,0,2,1,62,0,0,0,3,2,1
31,1,5,3,6009,3,4,3,1,0,68,3,1,2,2,1,11,0,0,0,4,3,1
31,0,2,0,5379,3,4,3,0,0,6,1,0,0,2,1,18,0,0,0,1,1,0
37,1,19,2,8713,2,2,3,0,0,44,2,1,3,3,2,69,0,1,0,2,1,1
27,0,11,3,6091,1,3,3,1,0,63,4,1,6,1,1,40,0,0,0,1,2,0
34,0,25,3,5135,2,3,1,0,0,23,4,0,0,2,2,94,0,0,0,3,1,0
48,0,28,0,5507,4,3,3,1,1,42,4,0,1,2,3,38,0,0,0,3,2,1
18,1,1,2,7636,1,2,4,1,1,51,2,1,0,2,1,17,0,0,0,3,3,1
37,1,5,3,6670,4,3,3,0,1,25,3,1,1,2,3,40,0,0,0,1,1,1
46,1,1,2,8956,1,1,3,2,1,58,1,1,0,3,2,33,0,0,0,4,3,0
47,0,6,0,4788,1,4,3,1,0,42,4,1,0,1,2,39,0,0,0,3,1,0
24,0,12,0,4391,3,4,3,3,0,52,2,0,2,1,3,83,0,0,0,3,2,0
59,0,38,2,6729,4,2,3,0,1,96,1,0,1,3,3,69,0,0,0,3,1,1
44,0,16,1,10697,4,3,4,0,1,67,4,1,4,3,2,88,0,0,0,3,2,1
22,0,6,2,9176,2,3,3,0,0,27,2,2,1,1,2,74,0,0,0,3,2,0
27,1,3,4,10848,1,3,4,0,1,84,3,1,1,1,1,47,0,0,0,3,1,0
20,0,8,0,5106,3,2,3,4,0,32,5,1,0,1,3,30,1,0,1,2,2,1
37,1,27,4,6200,2,2,3,0,0,19,3,1,1,1,2,93,0,0,0,3,3,1
54,1,18,4,8758,2,2,3,0,0,71,4,2,4,2,2,85,0,0,0,3,3,0
41,1,4,0,5322,3,3,3,0,0,48,1,2,1,1,1,37,0,0,1,4,1,0
21,0,2,4,8083,1,1,3,0,0,99,4,1,0,2,2,24,0,0,0,1,1,0
42,1,18,0,4489,1,3,4,0,1,91,4,1,0,1,1,22,0,0,0,2,2,1
57,0,11,2,8237,3,3,3,2,1,40,3,0,1,3,1,56,0,0,0,1,3,0
27,1,16,4,11925,1,3,3,1,1,46,2,0,4,1,3,58,1,0,1,4,1,1
53,1,22,2,7769,4,4,4,3,0,36,1,1,2,2,2,81,0,0,0,3,3,1
31,1,13,2,8270,2,4,3,0,1,45,4,1,3,3,2,49,0,1,1,2,2,1
52,1,1,2,8457,3,4,1,0,1,72,4,0,0,1,2,4,0,0,0,3,1,0
34,0,21,3,5635,2,2,3,1,0,91,4,1,0,2,2,24,0,0,0,3,3,1
45,1,7,4,11444,2,1,3,1,0,84,4,0,1,1,2,30,0,0,0,3,2,0
21,0,13,1,8275,3,3,3,0,0,14,2,1,2,1,3,14,1,0,0,2,1,1
59,0,41,4,10298,2,3,3,1,0,70,4,1,5,1,2,62,0,1,0,2,2,0
42,0,21,4,7863,4,3,1,0,0,52,2,2,0,2,2,54,0,0,0,3,4,0
54,0,29,1,7340,3,3,4,0,0,15,3,1,0,1,1,53,0,0,0,1,3,0
50,0,22,0,4108,3,3,3,0,0,66,4,1,1,1,2,90,1,0,0,1,2,0
53,0,36,1,8497,3,3,3,0,0,24,1,0,1,3,2,58,1,0,0,3,3,1
36,0,21,0,4089,2,3,3,0,0,51,4,2,1,3,2,66,0,0,1,3,1,0
41,0,16,1,10370,3,4,3,2,0,59,3,0,3,1,1,42,0,0,0,3,1,1
54,0,13,3,6795,2,3,1,2,0,42,3,1,1,2,3,83,0,0,0,3,3,1
52,1,37,4,9087,3,2,3,3,0,29,1,0,1,2,2,104,0,0,0,3,4,1
24,0,4,0,6076,2,4,3,1,1,83,3,1,0,1,2,61,1,1,0,1,2,0
41,1,12,3,6081,3,4,3,3,0,12,1,1,0,2,1,66,0,0,0,3,2,1
32,1,14,4,10111,3,1,4,1,1,89,5,1,1,3,3,45,1,0,0,3,3,1
22,0,5,4,8372,2,3,2,0,0,80,1,2,1,1,3,11,0,0,0,3,2,0
32,1,6,4,8412,4,3,3,0,0,7,2,0,2,3,3,74,0,0,0,3,2,1
26,1,9,2,8263,3,3,4,3,1,56,5,1,0,2,2,77,0,0,0,1,2,1
21,1,10,0,4472,3,3,1,0,0,95,3,1,1,3,2,70,0,0,0,4,3,1
52,0,24,2,8243,2,4,2,2,1,84,3,1,2,1,3,58,0,0,0,2,1,0
29,1,5,1,6816,3,3,3,0,0,31,4,0,1,1,1,34,0,0,0,3,2,0
33,1,10,0,4252,2,4,3,0,0,40,1,1,0,2,3,70,0,1,1,3,1,1
43,1,32,4,10628,2,3,3,0,0,38,1,1,0,3,2,92,0,0,0,4,1,1
54,0,33,0,3011,3,1,2,0,1,92,1,2,4,2,2,38,0,0,0,3,1,0
28,0,11,3,6095,1,3,3,0,0,43,3,2,3,2,2,46,0,0,0,1,2,0
30,0,5,4,8104,4,2,4,0,0,33,2,1,2,3,1,55,0,0,0,3,1,1
53,0,36,0,5054,3,3,3,1,1,65,5,1,0,2,2,71,1,0,0,3,1,1
29,1,5,3,5661,2,3,1,0,0,20,3,2,0,1,3,71,0,0,0,1,3,0
58,0,49,0,4100,3,3,4,2,0,35,2,1,0,3,2,119,0,0,0,3,2,1
37,0,7,4,7507,1,4,2,2,0,97,2,0,0,3,2,66,0,0,0,2,1,1
48,0,25,0,4419,2,3,2,3,1,14,3,1,1,3,1,47,1,0,0,3,4,1
38,0,27,2,9162,2,3,3,1,1,79,2,1,3,2,1,71,0,0,0,3,2,0
40,1,30,1,10816,2,2,2,0,1,4,2,2,0,3,3,81,1,0,1,3,1,0
36,1,20,2,8310,1,3,3,0,1,64,1,2,0,2,2,43,0,0,0,1,2,0
55,1,4,4,8676,3,1,3,1,1,15,4,1,1,1,2,14,0,0,0,3,1,0
19,1,11,0,3337,2,1,4,0,0,95,1,1,0,2,2,24,0,0,0,3,3,0
28,1,15,2,5274,3,2,2,0,0,25,4,1,4,3,1,29,0,0,0,2,3,1
27,0,3,2,7854,3,3,2,0,0,7,1,2,2,3,2,5,0,1,1,2,1,0
46,0,4,4,8499,3,4,3,2,0,24,2,2,0,1,3,6,0,0,0,2,3,0
40,0,1,2,7951,2,1,3,0,0,79,2,0,3,1,2,6,1,0,0,4,4,0
51,1,6,2,7906,2,4,2,0,0,43,1,2,3,2,2,63,0,0,0,2,3,0
50,0,4,0,3998,3,3,3,0,0,52,2,1,0,2,2,51,0,1,0,3,2,1
37,1,15,4,7417,2,3,3,0,1,74,3,1,4,2,1,51,0,0,0,3,3,1
48,1,13,0,5208,2,3,4,0,0,31,1,2,5,3,2,27,0,0,1,1,2,0
31,1,23,2,8282,3,3,3,3,0,56,1,0,2,1,1,65,1,0,0,3,2,1
58,1,15,4,8749,1,2,3,0,0,15,4,1,4,2,2,35,0,0,0,3,3,1
38,1,17,1,7039,4,3,3,1,1,43,3,2,1,2,2,65,0,0,1,3,1,1
32,1,6,3,6109,2,3,3,2,0,16,2,1,2,1,2,72,0,1,0,3,1,0
35,1,12,4,9205,4,4,3,1,0,38,1,1,3,1,2,47,1,0,0,1,2,1
46,1,32,2,10111,3,4,1,4,0,46,1,1,3,3,1,71,0,0,0,4,2,1
24,0,7,0,3760,4,2,3,3,0,72,2,1,1,3,3,18,1,0,0,4,1,1
20,1,11,4,8646,2,4,1,4,0,75,2,1,0,2,1,53,0,0,0,1,1,1
41,1,30,3,6096,3,3,3,1,0,75,2,1,1,1,2,73,1,0,0,3,2,0
19,0,3,4,8009,3,2,2,0,0,7,2,0,0,2,2,20,0,0,0,4,1,0
41,1,28,2,8112,3,3,4,0,0,58,4,2,0,3,3,36,0,0,0,3,2,1
51,1,16,3,6133,1,2,4,2,1,27,3,1,0,1,1,37,1,0,0,3,2,1
54,0,9,1,5256,4,4,4,1,1,23,2,0,0,2,2,79,0,0,0,2,2,1
36,0,6,3,4930,3,2,3,2,1,83,4,1,3,1,2,35,0,0,0,3,3,1
58,0,37,4,10047,3,4,3,0,1,41,1,2,4,3,2,46,0,0,0,2,3,1
27,0,19,4,10487,3,3,2,0,1,27,3,1,2,2,2,72,0,0,0,1,1,1
27,1,11,0,4741,3,3,3,0,0,66,4,0,1,2,3,16,0,0,0,1,3,1
24,1,1,2,7158,3,4,4,0,0,65,2,1,5,3,2,24,0,1,0,3,1,1
36,0,21,2,7994,4,2,3,0,0,45,3,2,2,3,2,72,0,0,0,3,3,1
57,1,4,3,5430,4,2,3,1,1,35,2,0,1,3,3,67,0,0,1,2,1,1
20,1,8,2,7567,3,1,3,0,0,1,1,1,4,2,1,73,1,0,0,3,4,1
54,0,38,4,9276,4,3,4,0,0,19,3,1,3,2,1,62,0,0,0,1,1,0
52,1,5,0,4227,4,3,2,4,0,7,2,1,1,2,3,12,0,0,0,3,1,1
20,0,4,4,8386,4,4,3,2,0,62,4,1,0,2,2,42,0,0,1,3,3,1
55,1,31,2,8568,2,3,1,3,0,77,1,2,1,2,2,96,0,0,0,1,1,0
22,1,1,1,8951,2,3,4,1,1,10,4,1,1,2,1,69,0,0,0,3,3,1
43,0,11,4,7708,3,3,3,0,0,46,3,1,5,2,2,73,0,0,0,3,3,1
46,1,36,0,5385,3,3,1,4,0,64,2,2,1,1,1,86,1,0,0,2,3,0
18,1,5,4,10438,4,3,3,3,0,23,2,2,1,2,2,22,0,0,0,2,2,1
20,1,4,0,3765,3,3,3,2,0,2,4,1,4,2,1,27,1,0,0,1,2,1
42,1,22,0,4407,3,3,4,0,0,70,4,1,2,3,2,79,0,1,0,4,3,1
53,0,7,0,4732,2,3,3,1,0,82,2,2,1,2,2,79,1,0,0,4,2,0
19,0,8,3,6294,4,3,2,3,1,49,5,1,0,2,2,46,0,0,0,3,2,1
59,0,16,2,7099,3,2,2,3,0,89,3,1,3,2,2,84,0,0,0,3,2,1
34,0,12,2,9809,2,3,3,0,0,65,2,1,5,2,2,72,0,0,0,3,1,0
28,1,15,0,4070,3,1,3,2,0,16,4,1,4,3,3,65,0,0,0,2,1,1
28,1,6,4,9543,4,3,4,0,0,88,2,1,0,2,2,56,0,0,0,3,1,0
20,1,9,4,8045,1,2,3,1,1,59,1,2,3,1,1,68,0,0,0,1,1,0
32,0,4,2,6696,3,2,4,4,0,28,2,2,1,1,1,62,0,0,1,3,1,1
23,0,14,3,7288,2,3,3,1,0,67,2,2,4,2,3,57,0,0,0,3,1,0
44,1,8,0,3114,2,1,3,0,0,69,1,1,2,1,2,65,0,0,0,2,1,0
34,1,13,3,5652,3,3,3,1,0,70,1,1,5,3,1,32,0,0,0,3,1,1
40,1,23,1,9355,3,3,3,0,0,48,4,1,2,2,1,95,0,0,0,1,1,1
37,0,26,2,8200,1,1,3,0,0,51,4,2,3,2,1,101,0,0,0,2,2,0
25,1,5,2,6992,3,3,3,0,0,67,4,0,1,2,2,50,0,0,0,3,3,1
48,0,39,4,8909,3,3,3,1,0,29,5,2,4,2,3,57,0,0,0,3,1,1
39,1,9,3,5106,2,3,3,1,0,6,3,2,1,2,1,27,0,0,0,4,1,0
55,1,9,4,12233,1,2,3,4,0,93,3,2,1,1,1,45,1,0,0,3,1,0
27,1,4,4,7887,3,3,3,3,0,29,1,1,1,2,2,65,0,1,0,3,1,1
21,0,8,2,8869,3,3,3,0,0,59,3,1,1,1,1,82,0,0,0,1,2,0
25,1,15,4,9288,2,4,3,0,0,7,5,1,0,3,1,89,0,0,0,1,3,1
59,1,22,0,4511,2,2,3,0,0,35,3,1,0,1,1,93,0,0,0,3,3,0
23,1,2,4,10058,4,2,3,1,1,85,3,2,1,1,2,66,0,0,0,1,2,0
31,0,10,1,7662,3,1,3,0,0,72,5,2,2,2,1,77,0,1,1,3,1,1
39,0,23,0,6226,2,3,2,2,0,46,4,1,1,3,3,39,0,0,0,1,2,1
44,1,17,4,8847,2,3,3,1,1,43,4,1,0,1,2,33,0,0,0,2,1,1
23,1,9,4,10927,3,1,4,0,1,86,4,1,1,2,2,22,0,0,0,3,3,0
50,0,15,4,8992,4,4,3,3,0,85,3,2,0,2,1,58,0,0,0,3,1,1
45,1,10,2,7351,2,3,3,2,0,93,5,2,2,1,1,58,0,0,0,3,3,0
48,1,36,2,7015,2,4,3,0,0,50,4,1,3,2,3,74,1,0,0,4,2,1
39,0,21,3,4928,2,1,3,0,1,24,1,1,1,1,2,24,0,0,0,2,3,1
22,0,8,0,4836,2,4,3,3,1,11,1,2,4,1,2,14,0,0,0,1,2,0
33,1,8,4,9609,2,3,3,0,1,97,3,1,3,2,2,11,0,0,0,1,2,0
46,1,34,3,5675,4,2,3,2,0,99,3,2,3,2,2,76,0,0,0,3,2,0
38,0,2,3,5688,2,3,2,0,0,35,2,1,0,1,1,64,0,1,0,3,4,0
38,1,12,1,11491,3,3,3,1,0,43,2,2,1,2,2,21,0,0,0,3,3,1
27,1,2,2,7422,3,1,3,1,1,65,3,1,3,3,1,35,0,0,0,1,1,1
38,1,17,3,6516,4,3,3,0,0,26,4,1,4,3,2,28,0,0,1,4,1,1
46,1,27,4,9718,2,4,3,2,1,6,3,2,0,2,2,41,0,0,0,3,1,0
22,0,2,4,8262,2,3,3,2,1,16,2,0,4,2,2,41,0,0,0,2,3,0
29,1,1,2,7646,4,4,4,0,0,29,3,2,2,2,3,17,0,0,0,3,1,1
58,0,20,1,8903,3,4,3,0,0,65,1,0,1,1,1,53,0,0,0,4,2,0
19,0,11,2,8219,1,3,2,2,0,3,1,1,2,1,3,38,0,0,0,1,1,0
27,1,19,4,8430,2,2,3,1,0,34,2,2,1,1,1,24,0,0,0,3,4,0
32,0,13,0,4574,2,3,3,0,0,94,1,1,4,2,1,22,0,0,0,3,2,1
27,1,15,0,5048,1,3,2,2,1,18,3,1,3,2,1,72,0,0,0,2,2,0
27,1,17,3,5787,2,3,3,1,1,62,3,1,1,1,3,67,0,0,0,3,2,0
34,0,21,2,9641,2,4,3,2,1,86,4,1,2,2,2,54,0,0,0,4,1,0
33,1,17,4,7178,3,3,4,0,0,13,2,2,1,3,3,38,0,0,0,1,3,0
45,1,26,2,7254,4,3,3,0,1,36,4,2,5,3,1,75,0,0,0,3,3,1
41,1,29,2,8298,4,3,4,1,0,11,5,1,1,1,1,106,0,0,0,2,2,1
44,1,15,0,3800,2,2,3,0,0,91,1,1,0,3,1,21,0,0,0,3,2,1
58,1,27,4,9119,2,3,2,0,0,57,4,1,5,2,1,64,0,0,0,3,2,0
44,0,32,2,7153,3,2,3,0,0,92,1,2,2,2,2,73,0,0,0,3,1,0
55,1,7,0,5121,3,3,3,2,0,4,2,2,1,1,2,41,0,0,0,3,1,1
31,1,4,3,6242,2,4,3,0,0,82,3,1,4,1,2,49,0,0,0,4,3,1
25,1,9,0,5381,3,1,3,0,0,85,4,1,0,1,2,46,1,0,1,1,4,1
50,1,32,4,10075,3,3,4,0,0,80,3,1,0,1,3,78,0,1,1,3,2,1
56,0,32,4,10139,2,3,3,2,1,39,2,2,3,3,2,63,0,0,0,3,1,1
33,0,12,3,5654,4,3,1,0,0,14,1,1,3,3,2,25,0,0,0,4,1,1
38,1,22,4,10400,4,1,2,2,0,31,3,1,0,1,2,47,0,0,0,3,3,0
30,1,4,3,5331,3,3,4,1,1,39,1,2,1,1,3,36,0,0,0,3,3,0
30,1,22,2,9160,3,3,3,0,0,75,1,1,4,3,3,57,1,0,0,1,1,1
48,0,10,2,7489,2,1,4,2,0,21,3,2,0,2,2,50,0,0,1,3,2,0
51,0,37,3,6034,3,3,3,2,0,23,3,2,5,1,2,69,1,0,0,3,1,1
29,1,4,2,9080,2,3,2,0,0,63,2,1,0,1,3,24,0,0,0,2,1,0
18,1,9,1,9599,4,2,3,1,0,30,4,1,0,3,1,43,0,0,0,2,1,1
26,0,15,4,12767,1,3,3,2,0,8,1,1,3,3,1,37,0,0,0,3,1,1
38,1,16,0,5468,1,3,1,1,0,62,3,2,3,1,3,49,0,0,1,3,1,0
35,0,15,2,8253,3,1,3,0,0,4,2,2,2,2,3,33,0,0,0,3,2,0
37,0,24,0,4399,2,4,4,0,1,65,2,2,1,2,1,70,1,0,1,2,1,0
20,0,7,0,4023,3,3,3,2,0,4,1,1,3,2,2,31,1,0,0,1,2,1
41,0,33,3,6094,3,1,1,1,0,81,2,2,1,3,2,46,0,0,1,3,3,1
29,1,11,1,8527,2,2,4,0,0,19,4,1,0,1,2,12,0,0,1,1,1,0
36,0,26,4,9476,3,2,3,1,0,10,1,1,4,3,1,27,1,0,1,1,1,1
42,1,19,4,8907,1,4,3,0,1,3,3,1,3,1,1,88,0,0,0,1,2,0
28,0,8,2,8766,1,3,4,0,0,2,5,0,4,2,2,39,0,0,1,3,1,1
29,1,6,3,4585,2,3,3,0,0,26,4,2,0,2,1,45,0,0,1,3,3,0
39,0,2,4,8097,1,2,3,0,1,53,4,1,1,2,1,49,0,0,0,3,1,0
56,0,22,1,7156,2,3,4,2,1,46,2,1,1,2,2,100,1,0,0,1,3,1
22,0,7,4,8705,3,4,3,0,0,36,1,0,3,3,2,79,0,0,0,2,1,1
32,1,12,4,10646,3,3,4,1,1,23,3,0,0,3,3,49,0,0,0,3,3,1
41,0,32,1,9209,2,4,3,0,1,85,2,1,3,2,3,89,1,1,0,3,3,1
46,0,13,4,8498,4,3,3,1,1,86,1,2,4,1,2,68,0,0,1,1,1,0
26,0,9,2,7339,3,4,1,0,0,85,3,1,0,3,1,39,0,0,0,3,2,1
22,0,1,0,6142,2,4,2,0,0,19,2,2,2,2,2,78,0,0,0,3,3,0
26,1,2,4,10473,3,2,3,1,0,94,3,1,4,2,2,4,0,0,0,3,2,0
33,1,12,3,5762,3,3,3,0,0,52,3,0,4,1,3,76,0,0,0,2,1,1
20,1,2,2,9162,1,3,3,0,1,84,3,2,4,3,1,69,0,0,0,2,1,1
38,1,10,3,5884,3,2,4,0,0,5,2,2,2,3,1,66,0,0,0,3,3,1
43,1,23,4,10032,1,4,3,2,1,87,1,2,3,3,1,33,0,0,1,3,1,0
18,0,8,4,10171,3,3,3,0,1,53,3,2,0,2,1,33,1,0,0,1,1,0
33,0,3,1,7224,3,3,1,0,1,36,1,1,1,2,2,36,0,0,0,3,3,1
20,1,1,2,7346,2,3,3,1,0,72,3,1,3,1,2,38,0,0,0,3,1,0
26,1,5,4,11113,1,2,3,1,1,30,3,0,1,1,2,31,0,0,0,1,3,0
20,1,7,0,3928,1,3,4,0,0,57,1,2,3,3,2,32,0,0,0,4,2,0
35,1,20,4,9707,3,3,3,0,0,35,5,1,0,2,2,55,0,0,0,3,2,1
18,1,1,2,8535,4,3,3,0,1,47,1,2,2,2,2,18,0,0,0,2,2,0
19,1,3,0,5213,4,2,3,2,0,26,2,2,1,1,3,21,0,0,0,3,3,0
43,0,9,2,8553,2,3,3,0,1,70,4,0,0,1,3,69,0,1,0,2,2,0
50,0,9,0,3854,3,2,4,1,1,38,3,2,4,1,1,17,0,0,0,2,1,0
47,0,12,4,9899,1,4,3,0,1,38,2,1,4,2,2,14,0,0,0,1,1,1
38,0,4,0,4545,3,4,4,0,0,18,3,2,3,1,2,32,0,0,0,1,3,0
27,0,11,4,9120,2,4,4,2,0,26,2,2,1,3,2,22,0,0,0,3,2,1
29,0,5,0,5388,2,3,3,1,1,75,3,2,2,1,2,80,1,0,0,3,1,0
18,0,4,4,7209,2,3,3,1,0,41,2,2,2,3,2,57,0,0,0,3,3,0
46,0,38,4,10957,3,1,2,1,0,77,1,0,1,3,1,48,1,0,0,3,3,1
22,1,1,4,8484,4,3,3,0,0,42,3,1,0,2,2,69,0,0,0,3,3,1
58,0,22,0,4974,3,4,2,2,0,6,2,1,0,2,2,65,0,0,0,2,2,0
36,1,28,4,7853,3,3,4,1,0,25,4,1,1,1,1,83,0,0,0,3,1,1
29,1,1,2,8649,3,4,4,0,0,8,1,1,3,1,1,23,0,0,0,2,3,0
38,1,16,1,5889,1,4,3,1,0,76,3,0,2,1,1,71,0,0,0,2,2,0
51,1,5,1,7198,3,3,2,0,0,37,1,2,0,2,2,9,1,0,0,3,2,0
26,0,12,4,7553,3,3,2,3,0,69,1,2,0,2,1,56,0,0,0,3,3,1
22,1,11,3,5762,2,3,2,2,0,64,4,1,1,1,2,44,0,0,0,3,1,1
36,1,24,3,5607,2,1,2,0,1,8,2,2,0,2,1,75,1,0,0,1,2,0
31,1,23,2,6796,3,3,3,1,0,86,2,1,4,1,3,98,0,0,1,3,3,0
19,0,4,1,8426,3,3,3,1,0,90,4,0,3,3,2,80,0,0,0,3,1,0
34,0,22,0,5043,2,1,3,0,1,66,3,1,1,2,2,78,0,0,0,3,2,0
56,0,11,2,9221,3,3,3,2,0,91,2,2,0,2,3,23,1,0,0,3,2,0
51,1,30,4,6650,3,1,2,0,0,25,2,1,0,2,2,53,1,0,0,3,1,1
18,1,6,0,6154,1,3,3,1,0,24,2,2,3,2,1,7,0,0,0,3,1,0
49,0,31,2,6455,2,1,3,0,1,62,2,1,1,1,2,78,1,0,0,4,2,0
20,1,12,3,5682,3,2,3,2,1,25,2,1,1,2,2,79,1,0,0,1,2,1
21,0,11,3,5282,3,2,3,1,1,14,3,0,1,3,2,40,0,0,0,1,2,1
43,0,12,3,6074,2,3,2,2,0,16,4,0,0,1,2,21,0,0,0,3,2,0
28,1,6,4,10225,4,3,4,2,0,19,2,1,2,1,2,64,0,0,0,3,3,0
38,1,25,2,8274,1,4,3,4,1,7,2,1,0,1,3,92,0,1,0,1,1,0
49,1,25,4,10895,2,3,3,1,1,90,1,1,1,1,1,87,0,0,0,3,1,1
39,1,6,3,6370,1,4,2,0,0,64,1,2,3,2,1,67,1,0,0,3,3,0
37,1,23,4,8180,3,2,3,0,0,44,3,1,2,2,2,65,0,1,0,2,2,1
34,0,10,4,6663,3,3,3,0,0,72,4,1,0,2,2,22,1,0,0,3,3,1
23,0,3,4,9249,3,2,3,0,0,77,1,1,0,3,2,65,1,0,0,1,1,1
44,1,13,4,7575,4,3,4,1,0,33,4,1,4,1,2,75,0,0,0,3,1,1
42,1,17,4,9370,3,3,3,0,1,14,4,1,3,1,1,34,0,0,0,2,3,0
38,0,24,0,4643,2,2,3,1,0,28,3,1,1,1,1,95,0,0,0,3,3,0
57,1,22,0,4788,2,3,1,0,1,15,2,0,2,3,1,74,0,0,0,3,2,0
49,0,17,4,9318,3,3,3,1,0,58,4,2,1,1,3,55,0,0,0,4,1,0
44,1,27,2,6818,4,3,4,1,0,73,4,2,3,1,3,78,0,0,0,4,2,1
57,0,44,0,3834,2,4,3,2,0,90,3,2,1,2,3,89,1,0,0,3,1,0
29,1,13,2,8750,3,2,3,0,0,37,1,1,0,3,1,66,0,0,0,1,1,1
58,1,20,2,7342,3,3,2,0,1,78,4,2,1,3,1,77,0,0,0,2,1,0
50,1,27,3,5388,3,4,3,0,1,57,3,1,3,2,1,87,1,0,1,3,2,1
22,0,6,1,7880,3,2,4,1,1,28,2,1,0,2,1,68,0,0,0,3,2,0
42,1,17,3,6514,2,3,3,0,1,33,4,1,3,3,2,20,1,0,0,3,1,1
54,1,10,0,5470,1,4,4,2,0,71,3,0,3,2,2,27,0,0,0,3,1,0
59,1,20,1,6163,2,3,3,0,1,40,3,0,0,2,2,63,0,0,0,3,1,1
42,1,30,4,8586,3,3,3,0,0,9,4,1,2,2,1,77,1,0,0,1,1,1
32,0,16,0,5279,2,3,3,2,1,42,2,1,4,3,2,31,0,0,0,3,2,1
32,1,14,0,3961,3,3,3,0,0,57,3,1,3,3,1,60,0,0,0,1,2,1
55,0,21,3,6175,4,3,1,0,0,75,3,1,3,2,1,47,0,0,0,1,1,1
41,1,4,4,8861,2,4,3,0,1,16,1,0,1,3,2,55,0,1,0,3,1,1
46,0,16,3,5426,3,3,3,0,0,11,2,2,3,2,2,86,0,0,0,3,3,1
32,1,2,1,6452,2,1,3,1,1,64,2,2,3,2,2,42,0,0,0,2,2,0
21,1,3,3,6456,2,4,3,0,0,51,1,1,3,3,1,51,0,0,0,1,3,0
31,1,15,3,5461,3,3,3,0,0,32,1,2,4,1,2,91,0,0,0,4,3,0
40,1,22,2,7588,3,3,4,0,0,62,2,2,2,1,3,56,1,0,0,3,2,0
57,1,24,2,7577,3,2,2,0,1,38,3,1,4,1,1,83,0,0,0,3,1,0
19,1,10,4,7556,3,3,4,2,1,88,1,2,3,1,1,71,1,0,0,3,1,0
43,1,5,3,6699,3,3,3,3,0,53,3,0,0,3,2,65,0,0,0,3,3,1
59,1,41,0,3163,4,1,3,0,0,48,3,1,0,1,2,49,0,0,0,3,2,1
18,1,6,4,5144,2,3,3,0,0,49,3,1,0,1,3,23,0,0,0,2,2,1
56,0,38,2,7287,4,3,4,0,1,8,2,1,4,1,1,40,1,0,0,1,1,1
23,1,13,0,4895,2,4,1,2,1,19,2,2,0,3,2,73,0,0,0,2,1,0
56,1,48,2,9007,3,3,3,0,0,39,2,1,5,2,1,90,0,0,0,3,2,1
37,0,3,3,5524,1,3,2,0,1,92,3,1,2,1,2,20,0,0,0,3,1,0
